line,question,question_type,keywords
331,What is Mean Absolute Percentage Error in data science?,linear regression,"['data science', 'data', 'mean']"
332,What is Mean Absolute Percentage Error in R?,linear regression,"['r', 'mean']"
333,What is Mean Absolute Percentage Error in python?,linear regression,"['python', 'mean']"
334,What do you know about Mean Absolute Percentage Error?,linear regression,['mean']
335,Do you know about Mean Absolute Percentage Error?,linear regression,['mean']
336,Tell me about Mean Absolute Percentage Error?,linear regression,['mean']
337,What do you know about mean absolute error?,linear regression,"['mean absolute error', 'mean']"
338,What is Mean Percentage Error?,linear regression,['mean']
339,What is Mean Percentage Error in data science?,linear regression,"['data science', 'data', 'mean']"
340,What is Mean Percentage Error in machine learning?,linear regression,"['learning', 'machine learning', 'mean']"
341,What is Mean Percentage Error in R?,linear regression,"['r', 'mean']"
342,What is Mean Percentage Error in python?,linear regression,"['python', 'mean']"
343,What do you mean by mean percentage error?,linear regression,['mean']
344,Tell me about mean percentage error?,linear regression,['mean']
345,What do you know mean percentage error?,linear regression,['mean']
346,Do you know mean percentage error?,linear regression,['mean']
347,What is cost function?,linear regression,"['function', 'cost', 'cost function']"
348,What is cost function in data science?,linear regression,"['data', 'data science', 'cost', 'cost function', 'function']"
349,What is cost function in machine learning?,linear regression,"['learning', 'machine learning', 'cost', 'cost function', 'function']"
350,What is cost function in R?,linear regression,"['function', 'r', 'cost', 'cost function']"
351,What is cost function in python?,linear regression,"['function', 'python', 'cost', 'cost function']"
352,What do you know about cost function?,linear regression,"['function', 'cost', 'cost function']"
353,Do you know about cost function?,linear regression,"['function', 'cost', 'cost function']"
354,Tell me about cost function?,linear regression,"['function', 'cost', 'cost function']"
355,Cost function means?,linear regression,"['function', 'cost', 'cost function']"
356,What is cost function in machine learning?,linear regression,"['learning', 'machine learning', 'cost', 'cost function', 'function']"
357,What is Matplotlib?,linear regression,['matplotlib']
358,What is Matplotlib in data science?,linear regression,"['data science', 'matplotlib', 'data']"
359,What is Matplotlib in machine learning?,linear regression,"['learning', 'machine learning', 'matplotlib']"
360,What is Matplotlib in R?,linear regression,"['matplotlib', 'r']"
361,What is Matplotlib in python?,linear regression,"['python', 'matplotlib']"
362,What do you know about Matplotlib?,linear regression,['matplotlib']
363,Do you know about Matplotlib?,linear regression,['matplotlib']
364,Tell me about Matplotlib?,linear regression,['matplotlib']
365,Matplotlib means?,linear regression,['matplotlib']
366,What is Pandas library?,linear regression,['pandas']
367,What is Pandas library in data science?,linear regression,"['data science', 'pandas', 'data']"
368,What is Pandas library in machine learning?,linear regression,"['learning', 'machine learning', 'pandas']"
369,What is Pandas library in R?,linear regression,"['pandas', 'r']"
370,What is Pandas library in python?,linear regression,"['python', 'pandas']"
371,What do you know about Pandas?,linear regression,['pandas']
372,Do you know about Pandas?,linear regression,['pandas']
373,Tell me about Pandas?,linear regression,['pandas']
374,pandas means?,linear regression,['pandas']
375,What is pandas in machine learning?What is NumPy library?,linear regression,"['learning', 'machine learning', 'pandas', 'numpy']"
376,What is NumPy library in data science?,linear regression,"['data science', 'numpy', 'data']"
377,What is NumPy library in machine learning?,linear regression,"['learning', 'machine learning', 'numpy']"
378,What is NumPy library in R?,linear regression,"['numpy', 'r']"
379,What is NumPy library in python?,linear regression,"['python', 'numpy']"
380,What do you know about NumPy?,linear regression,['numpy']
381,Do you know about NumPy?,linear regression,['numpy']
382,Tell me about NumPy?,linear regression,['numpy']
383,NumPy means?,linear regression,['numpy']
384,What is NumPy in machine learning?What is plotly library?,linear regression,"['learning', 'machine learning', 'numpy']"
385,What is plotly library in data science?,linear regression,"['data science', 'data']"
386,What is plotly library in machine learning?,linear regression,"['learning', 'machine learning']"
387,What is plotly library in R?,linear regression,['r']
388,What is plotly library in python?,linear regression,['python']
389,What do you know about plotly?,linear regression,[]
390,Do you know about plotly?,linear regression,[]
391,Tell me about plotly?,linear regression,[]
392,plotly means?,linear regression,[]
393,What is plotly in machine learning?,linear regression,"['learning', 'machine learning']"
394,What is seaborn library?,linear regression,[]
395,What is seaborn library in data science?,linear regression,"['data science', 'data']"
396,What is seaborn library in machine learning?,linear regression,"['learning', 'machine learning']"
397,What is seaborn library in R?,linear regression,['r']
398,What is seaborn library in python?,linear regression,['python']
399,What do you know about seaborn?,linear regression,[]
400,Do you know about seaborn?,linear regression,[]
401,Tell me about seaborn?,linear regression,[]
402,seaborn means?,linear regression,[]
403,What is seaborn in machine learning?,linear regression,"['learning', 'machine learning']"
404,What is ggplot library?,linear regression,[]
405,What is ggplot library in data science?,linear regression,"['data science', 'data']"
406,What is ggplot library in machine learning?,linear regression,"['learning', 'machine learning']"
407,What is ggplot library in R?,linear regression,['r']
408,What is ggplot library in python?,linear regression,['python']
409,What do you know about ggplot?,linear regression,[]
410,Do you know about ggplot?,linear regression,[]
411,Tell me about ggplot?,linear regression,[]
412,ggplot means?,linear regression,[]
413,What is ggplot in machine learning?,linear regression,"['learning', 'machine learning']"
414,What is Altair library?,linear regression,[]
415,What is Altair library in data science?,linear regression,"['data science', 'data']"
416,What is Altair library in machine learning?,linear regression,"['learning', 'machine learning']"
417,What is Altair library in R?,linear regression,['r']
418,What is Altair library in python?,linear regression,['python']
419,What do you know about Altair?,linear regression,[]
420,Do you know about Altair?,linear regression,[]
421,Tell me about Altair?,linear regression,[]
422,Altair means?,linear regression,[]
423,What is Altair in machine learning?,linear regression,"['learning', 'machine learning']"
424,What is optimal solution?,linear regression,[]
425,What is optimal solution in data science?,linear regression,"['data science', 'data']"
426,What is optimal solution in machine learning?,linear regression,"['learning', 'machine learning']"
427,What is optimal solution in R?,linear regression,['r']
428,What is optimal solution in python?,linear regression,['python']
429,What do you know about optimal solution?,linear regression,[]
430,Do you know about optimal solution?,linear regression,[]
431,Tell me about optimal solution?,linear regression,[]
432,optimal solution means?,linear regression,[]
433,let me know about optimal solution?,linear regression,[]
434,What is linear regression?,linear regression,"['regression', 'linear regression']"
435,What do you know about linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
436,What do you know about linear regression in data science?,linear regression,"['data science', 'data', 'regression', 'linear regression']"
437,What is linear regression in R?,linear regression,"['r', 'regression', 'linear regression']"
438,What is linear regression in python?,linear regression,"['python', 'regression', 'linear regression']"
439,What do you know about the linear regression?,linear regression,"['regression', 'linear regression']"
440,Tell me about linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
441,Tell me about linear regression in data science?,linear regression,"['data science', 'data', 'regression', 'linear regression']"
442,Do you know about linear regression?,linear regression,"['regression', 'linear regression']"
443,Do you know about linear regression in data science?V,linear regression,"['data science', 'data', 'regression', 'linear regression']"
444,Do you know about linear regression in machine learning?What is polynomial linear regression?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
445,What do you know about polynomial linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
446,What do you know about polynomial linear regression in data science?,linear regression,"['data science', 'data', 'regression', 'linear regression']"
447,What is polynomial linear regression in R?,linear regression,"['r', 'regression', 'linear regression']"
448,What is polynomial linear regression in python?,linear regression,"['python', 'regression', 'linear regression']"
449,What do you know about polynomial linear regression?,linear regression,"['regression', 'linear regression']"
450,Tell me about polynomial linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
451,Tell me about polynomial linear regression in data science?,linear regression,"['data science', 'data', 'regression', 'linear regression']"
452,Do you know about polynomial linear regression?,linear regression,"['regression', 'linear regression']"
453,Do you know about polynomial linear regression in data science?V,linear regression,"['data science', 'data', 'regression', 'linear regression']"
454,Do you know about polynomial linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
455,What are the different types of linear regression?,linear regression,"['regression', 'linear regression']"
456,What are the different types of linear regression in data science?,linear regression,"['data science', 'data', 'regression', 'linear regression']"
457,What are the different types of linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
458,What are the different types of linear regression in R?,linear regression,"['r', 'regression', 'linear regression']"
459,What are the different types of linear regression in python?,linear regression,"['python', 'regression', 'linear regression']"
460,What are  different types of linear regression?,linear regression,"['regression', 'linear regression']"
461,Different types of linear regression,linear regression,"['regression', 'linear regression']"
462,types of linear regressionWhere can Linear Regression be used?,linear regression,"['regression', 'linear regression']"
463,Where can Linear Regression be used in data science?,linear regression,"['data science', 'data', 'regression', 'linear regression']"
464,Where can Linear Regression be used in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
465,Where can Linear Regression be used in R?,linear regression,"['r', 'regression', 'linear regression']"
466,Where can Linear Regression be used in python?,linear regression,"['python', 'regression', 'linear regression']"
467,Uses of linear regression?,linear regression,"['regression', 'linear regression']"
468,Main uses of linear regression?,linear regression,"['regression', 'linear regression']"
469,Advantages of linear regression?What is Univariate Linear Regression?,linear regression,"['univariate', 'regression', 'linear regression']"
470,What is Univariate Linear Regression in data science?,linear regression,"['univariate', 'data', 'data science', 'regression', 'linear regression']"
471,What is Univariate Linear Regression in machine learning?,linear regression,"['univariate', 'learning', 'machine learning', 'regression', 'linear regression']"
472,What is Univariate Linear Regression in R?,linear regression,"['r', 'univariate', 'regression', 'linear regression']"
473,What is Univariate Linear Regressio in python?,linear regression,"['python', 'univariate']"
474,What do you mean by univariate?,linear regression,"['univariate', 'mean']"
475,What do you mean by single variable?,linear regression,"['variable', 'mean']"
476,What do you mean by single variable in linear regression?,linear regression,"['linear regression', 'regression', 'variable', 'mean']"
477,Do you know about univariate in linear regression?,linear regression,"['univariate', 'regression', 'linear regression']"
478,Do you know about univariate?,linear regression,['univariate']
479,What is intercept in linear regression?,linear regression,"['intercept', 'regression', 'linear regression']"
480,What is intercept in linear regression in machine learning?,linear regression,"['intercept', 'learning', 'machine learning', 'regression', 'linear regression']"
481,What is intercept in linear regression in data science?,linear regression,"['intercept', 'data', 'data science', 'regression', 'linear regression']"
482,What is intercept in linear regression in R?,linear regression,"['r', 'intercept', 'regression', 'linear regression']"
483,What is intercept in linear regression in python?,linear regression,"['python', 'intercept', 'regression', 'linear regression']"
484,Intercept in linear regression?,linear regression,"['intercept', 'regression', 'linear regression']"
485,Intercept in linear equation?,linear regression,"['intercept', 'linear equation']"
486,What do you mean by intercept in linear regression?,linear regression,"['intercept', 'regression', 'linear regression', 'mean']"
487,What do you mean by intercept in linear equation?,linear regression,"['intercept', 'linear equation', 'mean']"
488,Tell me about intercept in linear regression?,linear regression,"['intercept', 'regression', 'linear regression']"
489,Tell me about intercept in linear equation?,linear regression,"['intercept', 'linear equation']"
490,What is slope in linear regression?,linear regression,"['regression', 'linear regression']"
491,What is slope in linear regression in data science?,linear regression,"['data science', 'data', 'regression', 'linear regression']"
492,What is slope in linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'linear regression']"
493,What is slope in linear regression in R?,linear regression,"['r', 'regression', 'linear regression']"
494,What is slope in linear regression in python?,linear regression,"['python', 'regression', 'linear regression']"
495,Slope in linear regression?,linear regression,"['regression', 'linear regression']"
496,Slope in linear equation?,linear regression,['linear equation']
497,What do you mean by slope in linear regression?,linear regression,"['regression', 'linear regression', 'mean']"
498,What do you mean by slope in linear equation?,linear regression,"['linear equation', 'mean']"
499,Tell me about slope in linear regression?,linear regression,"['regression', 'linear regression']"
500,Tell me about slope in linear equation?,linear regression,['linear equation']
501,What is coefficient in linear regression?,linear regression,"['regression', 'linear regression', 'coefficient']"
502,What is coefficient in linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'coefficient', 'linear regression']"
503,What is coefficient in linear regression in data science?,linear regression,"['data', 'data science', 'regression', 'coefficient', 'linear regression']"
504,What is coefficient in linear regression in R?,linear regression,"['r', 'regression', 'linear regression', 'coefficient']"
505,What is coefficient in linear regression in python?,linear regression,"['python', 'regression', 'linear regression', 'coefficient']"
506,Coefficient in linear regression?,linear regression,"['regression', 'linear regression', 'coefficient']"
507,Coefficient in linear equation?,linear regression,"['linear equation', 'coefficient']"
508,What do you mean by coefficient in linear regression?,linear regression,"['coefficient', 'regression', 'linear regression', 'mean']"
509,What do you mean by coefficient in linear equation?,linear regression,"['linear equation', 'coefficient', 'mean']"
510,Tell me about coefficient in linear regression?,linear regression,"['regression', 'linear regression', 'coefficient']"
511,Tell me about slope in linear equation?Can you list out the critical assumptions of linear regression?,linear regression,"['assumptions of linear regression', 'regression', 'linear regression', 'linear equation']"
512,Can you list out the critical assumptions of linear regression in data science?,linear regression,"['data', 'data science', 'assumptions of linear regression', 'regression', 'linear regression']"
513,Can you list out the critical assumptions of linear regression in machine learning?,linear regression,"['learning', 'machine learning', 'assumptions of linear regression', 'regression', 'linear regression']"
514,Can you list out the critical assumptions of linear regression in R?,linear regression,"['r', 'assumptions of linear regression', 'regression', 'linear regression']"
515,Can you list out the critical assumptions of linear regression in python?,linear regression,"['python', 'assumptions of linear regression', 'regression', 'linear regression']"
516,Critical assumptions of linear regression?,linear regression,"['assumptions of linear regression', 'regression', 'linear regression']"
517,Assumptions of linear regression?,linear regression,"['assumptions of linear regression', 'regression', 'linear regression']"
518,List of assumptions of linear regression?,linear regression,"['assumptions of linear regression', 'regression', 'linear regression']"
519,Important assumptions of linear regression?,linear regression,"['assumptions of linear regression', 'regression', 'linear regression']"
520,What is the importance of the F-test in a linear model?,linear regression,"['linear model', 'model', 'f-test']"
521,What is the importance of the F-test in a linear model in machine learning?,linear regression,"['learning', 'machine learning', 'linear model', 'model', 'f-test']"
522,What is the importance of the F-test in a linear model in data science?,linear regression,"['data', 'linear model', 'data science', 'model', 'f-test']"
523,What is the importance of the F-test in a linear model in R?,linear regression,"['linear model', 'model', 'f-test', 'r']"
524,What is the importance of the F-test in a linear model in python?,linear regression,"['linear model', 'python', 'model', 'f-test']"
525,What do you mean by f-test?,linear regression,"['f-test', 'mean']"
526,What is f test?,linear regression,[]
527,Importance of f test?,linear regression,[]
528,Why f-test is important?,linear regression,['f-test']
529,Importance of f-test in linear model?What is scikit-learn implementation on linear regression?,linear regression,"['scikit-learn', 'linear model', 'regression', 'model', 'f-test', 'linear regression']"
530,What is scikit-learn implementation on linear regression in data science?,linear regression,"['scikit-learn', 'data', 'data science', 'regression', 'linear regression']"
531,What is scikit-learn implementation on linear regression in machine learning?,linear regression,"['scikit-learn', 'learning', 'machine learning', 'regression', 'linear regression']"
532,What is scikit-learn implementation on linear regression in R,linear regression,"['scikit-learn', 'r', 'regression', 'linear regression']"
533,What is scikit-learn implementation on linear regression in python?,linear regression,"['scikit-learn', 'python', 'regression', 'linear regression']"
534,What is scikit learn?,linear regression,[]
535,How scikit learn works?,linear regression,[]
536,What do you mean by scikit learn?,linear regression,['mean']
537,Scikit learn implementation on linear regression?What is the difference between classification and regression?,linear regression,"['classification', 'regression', 'linear regression']"
538,What is the difference between classification and regression in data science?,linear regression,"['classification', 'data', 'regression', 'data science']"
539,What is the difference between classification and regression in machine learning?,linear regression,"['classification', 'learning', 'regression', 'machine learning']"
540,What is the difference between classification and regression in R?,linear regression,"['classification', 'r', 'regression']"
541,What is the difference between classification and regression in python?,linear regression,"['classification', 'python', 'regression']"
542,What are the differences between classification and regression?,linear regression,"['classification', 'regression']"
543,Can you tell me the differences between classification and regression?,linear regression,"['classification', 'regression']"
544,What do you know the difference between classification and regression?,linear regression,"['classification', 'regression']"
545,How classification will be differ from regression?,linear regression,"['classification', 'regression']"
546,How regression will be differ from classification?What is accuracy?,linear regression,"['classification', 'accuracy', 'regression']"
547,What is accuracy in machine learning?,linear regression,"['accuracy', 'learning', 'machine learning']"
548,What is accuracy in data science?,linear regression,"['accuracy', 'data', 'data science']"
549,What is accuracy in python?,linear regression,"['accuracy', 'python']"
550,What is accuracy in R?,linear regression,"['accuracy', 'r']"
551,Tell me about accuracy?,linear regression,['accuracy']
552,What do you know about accuracy?,linear regression,['accuracy']
553,Do you know about accuracy?,linear regression,['accuracy']
554,What is the process of accuracy?,linear regression,['accuracy']
555,How accuracy works ?,linear regression,['accuracy']
556,Tell me about accuracy?,linear regression,['accuracy']
557,About accuracy?,linear regression,['accuracy']
558,Let me know about accuracy?,linear regression,['accuracy']
559,What do you say about accuracy?,linear regression,['accuracy']
560,What does accuracy mean?,linear regression,"['accuracy', 'mean']"
561,Explain accuracy?,linear regression,['accuracy']
562,Define accuracy?,linear regression,['accuracy']
563,Can you explain about accuracy?,linear regression,['accuracy']
564,Can you say something about accuracy?,linear regression,['accuracy']
565,Can you explain briefly about accuracy?,linear regression,['accuracy']
566,Can you give a short summary about accuracy?What is the function used in R to run Linear Regression?,linear regression,"['accuracy', 'summary', 'regression', 'function', 'r', 'linear regression']"
567,What is the function used in R to run Linear Regression in machine learning?,linear regression,"['learning', 'machine learning', 'regression', 'function', 'r', 'linear regression']"
568,What is the function used in R to run Linear Regression in data science?,linear regression,"['data', 'data science', 'regression', 'function', 'r', 'linear regression']"
569,What is the function used in R to run Linear Regression in python?,linear regression,"['python', 'regression', 'function', 'r', 'linear regression']"
570,What is the function used in R to run Linear Regression in R?,linear regression,"['function', 'regression', 'r', 'linear regression']"
571,Tell me about the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
572,What do you know about the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
573,Do you know about the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
574,What is the process of the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
575,How the function used in R to run Linear Regression works ?,linear regression,"['function', 'regression', 'r', 'linear regression']"
576,Tell me the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
577,About the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
578,Let me know about the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
579,What do you say about the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
580,What does the function used in R to run Linear Regressionmean?,linear regression,"['function', 'r']"
581,Explain the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
582,Define the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
583,Can you explain about the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
584,Can you say something about the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
585,Can you explain briefly about the function used in R to run Linear Regression?,linear regression,"['function', 'regression', 'r', 'linear regression']"
586,Can you give a short summary about the function used in R to run Linear Regression?What is R-Squared value?,linear regression,"['summary', 'regression', 'r-squared', 'function', 'r', 'linear regression']"
587,What is R-Squared value in machine learning?,linear regression,"['learning', 'machine learning', 'r-squared']"
588,What is R-Squared value in data science?,linear regression,"['data science', 'r-squared', 'data']"
589,What is R-Squared value in python?,linear regression,"['python', 'r-squared']"
590,What is R-Squared value in R?,linear regression,"['r-squared', 'r']"
591,Tell me about R-Squared value?,linear regression,['r-squared']
592,What do you know about R-Squared value?,linear regression,['r-squared']
593,Do you know about R-Squared value?,linear regression,['r-squared']
594,What is the process of R-Squared value?,linear regression,['r-squared']
595,How R-Squared value works ?,linear regression,['r-squared']
596,Tell me R-Squared value?,linear regression,['r-squared']
597,About R-Squared value?,linear regression,['r-squared']
598,Let me know about R-Squared value?,linear regression,['r-squared']
599,What is R-Squared value?,linear regression,['r-squared']
600,What do you say about R-Squared value?,linear regression,['r-squared']
601,What does R-Squared valuemean?,linear regression,['r-squared']
602,Explain R-Squared value?,linear regression,['r-squared']
603,Define R-Squared value?,linear regression,['r-squared']
604,Can you explain about R-Squared value?,linear regression,['r-squared']
605,Can you say something about R-Squared value?,linear regression,['r-squared']
606,Can you explain briefly about R-Squared value?,linear regression,['r-squared']
607,Can you give a short summary about R-Squared value?What is the relation between R-Squared value and the strength of the model built?,linear regression,"['r-squared', 'model', 'summary']"
608,What is the relation between R-Squared value and the strength of the model built in machine learning?,linear regression,"['learning', 'machine learning', 'model', 'r-squared']"
609,What is the relation between R-Squared value and the strength of the model built in data science?,linear regression,"['data science', 'model', 'r-squared', 'data']"
610,What is the relation between R-Squared value and the strength of the model built in python?,linear regression,"['python', 'model', 'r-squared']"
611,What is the relation between R-Squared value and the strength of the model built in R?,linear regression,"['model', 'r-squared', 'r']"
612,Tell me about the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
613,What do you know about the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
614,Do you know about the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
615,What is the process of the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
616,How the relation between R-Squared value and the strength of the model built works ?,linear regression,"['model', 'r-squared']"
617,Tell me the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
618,About the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
619,Let me know about the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
620,What do you say about the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
621,What does the relation between R-Squared value and the strength of the model builtmean?,linear regression,"['model', 'r-squared']"
622,Explain the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
623,Define the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
624,Can you explain about the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
625,Can you say something about the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
626,Can you explain briefly about the relation between R-Squared value and the strength of the model built?,linear regression,"['model', 'r-squared']"
627,Can you give a short summary about the relation between R-Squared value and the strength of the model built?What is logarithmic transformation?,linear regression,"['r-squared', 'model', 'summary', 'transformation']"
628,What is logarithmic transformation in machine learning?,linear regression,"['learning', 'machine learning', 'transformation']"
629,What is logarithmic transformation in data science?,linear regression,"['data science', 'transformation', 'data']"
630,What is logarithmic transformation in python?,linear regression,"['python', 'transformation']"
631,What is logarithmic transformation in R?,linear regression,"['transformation', 'r']"
632,Tell me about logarithmic transformation?,linear regression,['transformation']
633,What do you know about logarithmic transformation?,linear regression,['transformation']
634,Do you know about logarithmic transformation?,linear regression,['transformation']
635,What is the process of logarithmic transformation?,linear regression,['transformation']
636,How logarithmic transformation works ?,linear regression,['transformation']
637,Tell me logarithmic transformation?,linear regression,['transformation']
638,About logarithmic transformation?,linear regression,['transformation']
639,Let me know about logarithmic transformation?,linear regression,['transformation']
640,What do you say about logarithmic transformation?,linear regression,['transformation']
641,What does logarithmic transformationmean?,linear regression,[]
642,Explain logarithmic transformation?,linear regression,['transformation']
643,Define logarithmic transformation?,linear regression,['transformation']
644,Can you explain about logarithmic transformation?,linear regression,['transformation']
645,Can you say something about logarithmic transformation?,linear regression,['transformation']
646,Can you explain briefly about logarithmic transformation?,linear regression,['transformation']
647,Can you give a short summary about logarithmic transformation?What is the regression equation with one independent variable?,linear regression,"['variable', 'independent', 'independent variable', 'summary', 'regression', 'transformation']"
648,What is the regression equation with one independent variable in machine learning?,linear regression,"['variable', 'learning', 'machine learning', 'independent', 'independent variable', 'regression']"
649,What is the regression equation with one independent variable in data science?,linear regression,"['data', 'variable', 'independent', 'independent variable', 'data science', 'regression']"
650,What is the regression equation with one independent variable in python?,linear regression,"['variable', 'python', 'independent', 'independent variable', 'regression']"
651,What is the regression equation with one independent variable in R?,linear regression,"['variable', 'independent', 'independent variable', 'regression', 'r']"
652,Tell me about the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
653,What do you know about the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
654,Do you know about the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
655,What is the process of the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
656,How the regression equation with one independent variable works ?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
657,Tell me the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
658,About the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
659,Let me know about the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
660,What do you say about the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
661,What does the regression equation with one independent variablemean?,linear regression,"['regression', 'independent']"
662,Explain the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
663,Define the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
664,Can you explain about the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
665,Can you say something about the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
666,Can you explain briefly about the regression equation with one independent variable?,linear regression,"['independent variable', 'regression', 'variable', 'independent']"
667,Can you give a short summary about the regression equation with one independent variable?What are the values from the linear regression summary used to know the strength of the model?,linear regression,"['variable', 'independent', 'independent variable', 'summary', 'regression', 'model', 'linear regression']"
668,What are the values from the linear regression summary used to know the strength of the model in machine learning?,linear regression,"['learning', 'machine learning', 'summary', 'regression', 'model', 'linear regression']"
669,What are the values from the linear regression summary used to know the strength of the model in data science?,linear regression,"['data', 'data science', 'summary', 'regression', 'model', 'linear regression']"
670,What are the values from the linear regression summary used to know the strength of the model in python?,linear regression,"['python', 'summary', 'regression', 'model', 'linear regression']"
671,What are the values from the linear regression summary used to know the strength of the model in R?,linear regression,"['summary', 'regression', 'model', 'r', 'linear regression']"
672,Tell me about the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
673,What do you know about the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
674,Do you know about the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
675,What are the process of the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
676,How the values from the linear regression summary used to know the strength of the model works ?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
677,Tell me the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
678,About the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
679,Let me know about the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
680,What do you say about the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
681,What does the values from the linear regression summary used to know the strength of the modelmean?,linear regression,"['summary', 'regression', 'linear regression']"
682,Explain the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
683,Define the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
684,Can you explain about the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
685,Can you say something about the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
686,Can you explain briefly about the values from the linear regression summary used to know the strength of the model?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
687,Can you give a short summary about the values from the linear regression summary used to know the strength of the model?What is F-statistic?,linear regression,"['model', 'summary', 'regression', 'linear regression']"
688,What is F-statistic in machine learning?,linear regression,"['learning', 'machine learning']"
689,What is F-statistic in data science?,linear regression,"['data science', 'data']"
690,What is F-statistic in python?,linear regression,['python']
691,What is F-statistic in R?,linear regression,['r']
692,Tell me about F-statistic?,linear regression,[]
693,What do you know about F-statistic?,linear regression,[]
694,Do you know about F-statistic?,linear regression,[]
695,What is the process of F-statistic?,linear regression,[]
696,How F-statistic works ?,linear regression,[]
697,Tell me F-statistic?,linear regression,[]
